,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
220,600036.SH,20181102,92770,27740.46,168213,50603.28,255032,76333.94,361819,108576.8,457833,137500.46,375082,112524.05,438358,132108.17,347512,104588.94,157942,47854.17
219,600036.SH,20181105,89642,26838.15,39729,11906.11,135166,40478.7,85502,25617.48,115793,34689.68,189218,56690.66,114482,34338.14,138177,41387.74,47014,14178.78
218,600036.SH,20181106,70615,20989.82,74557,22175.25,118299,35200.9,98400,29290.22,127658,37992.85,133227,39668.95,67726,20178.57,77807,23128.34,6054,1884.38
217,600036.SH,20181107,61269,18222.99,82098,24480.45,150425,44811.85,149206,44468.87,215759,64304.96,196805,58643.11,136295,40707.36,131387,39179.84,-13803,-4017.67
216,600036.SH,20181108,67462,20254.29,82577,24824.11,112396,33750.44,126479,38007.14,174786,52510.15,176314,52971.09,134594,40527.41,103026,30979.32,73277,22138.77
215,600036.SH,20181109,267538,76870.96,59572,17134.96,371991,106928.55,195449,56240.46,329992,94904.64,437525,125761.06,250018,71826.85,517820,148746.0,-196018,-56111.01
214,600036.SH,20181112,143184,40642.43,75201,21364.16,202840,57599.78,152853,43421.22,247894,70425.03,286293,81319.87,116398,33063.71,188362,53459.75,-52171,-14712.43
213,600036.SH,20181113,90037,25585.32,79250,22556.02,139321,39632.4,119770,34077.34,172612,49122.16,194767,55432.25,111007,31656.7,113624,32334.88,4832,1497.22
212,600036.SH,20181114,144705,40830.85,51557,14571.99,157132,44370.29,140214,39623.21,165391,46734.76,220137,62189.14,67051,18940.45,122446,34509.06,-165114,-46547.02
211,600036.SH,20181115,54883,15530.64,63508,17989.78,106027,30023.4,115299,32648.77,122829,34783.84,120362,34078.31,76083,21547.34,64555,18268.85,-13704,-3822.06
210,600036.SH,20181116,73415,20842.8,83451,23746.05,148465,42229.06,159389,45350.63,142701,40584.72,181234,51555.66,139985,39871.99,82198,23356.74,15898,4672.79
209,600036.SH,20181119,69264,19965.36,93477,26971.36,112915,32557.84,156456,45125.11,184558,53216.91,169218,48807.6,149203,43084.47,96638,27874.7,86057,24897.52
208,600036.SH,20181120,79992,22765.96,39954,11384.96,106627,30364.32,86504,24651.44,109511,31195.94,134227,38243.18,51645,14733.16,84145,23942.19,-54664,-15563.14
207,600036.SH,20181121,71280,20150.46,37897,10725.43,97483,27565.99,82289,23278.76,84075,23777.67,134045,37908.92,77850,22040.85,76592,21656.89,8631,2492.69
206,600036.SH,20181122,59569,16804.95,32652,9217.94,69596,19639.11,86693,24473.25,88049,24856.05,92181,26023.28,63659,17996.85,67516,19063.24,-17644,-4928.99
205,600036.SH,20181123,81670,22883.52,38711,10869.86,103242,28959.28,93750,26312.88,95912,26925.07,112967,31683.51,46781,13113.37,81438,22806.87,-69020,-19273.81
204,600036.SH,20181126,37786,10635.52,54042,15233.2,69930,19693.83,96882,27292.17,103605,29184.53,97054,27332.4,67150,18931.15,32392,9121.52,36019,10189.94
203,600036.SH,20181127,71043,19939.51,41556,11707.0,88852,24967.71,102751,28914.87,106681,30021.6,113923,32037.18,73612,20748.86,81803,22975.31,1625,556.51
202,600036.SH,20181128,41603,11748.58,49068,13858.4,76576,21618.82,84766,23939.76,89200,25186.64,82044,23166.23,85708,24216.39,76605,21632.82,104934,29656.38
201,600036.SH,20181129,38372,10908.42,55564,15813.87,113174,32180.81,98770,28107.53,143756,40905.24,129691,36896.66,110063,31328.75,118590,33721.0,3760,1100.67
200,600036.SH,20181130,34123,9719.93,55186,15726.29,73073,20814.28,70308,20034.31,84973,24215.0,86653,24689.7,64099,18281.0,42962,12248.59,72743,20772.8
199,600036.SH,20181203,64940,19060.36,131975,38784.24,129514,37998.33,206532,60637.72,232613,68263.09,233991,68671.94,277023,81364.33,139162,40803.15,78205,23118.06
198,600036.SH,20181204,53961,15897.89,63954,18864.96,71334,21024.34,98063,28920.32,103936,30650.94,110258,32506.57,102443,30234.44,63293,18661.58,42224,12505.26
197,600036.SH,20181205,38551,11333.38,31630,9306.79,102033,30003.2,63523,18684.14,79344,23323.45,96096,28264.03,46219,13600.8,79974,23494.62,-3970,-1154.99
196,600036.SH,20181206,62201,17966.83,35756,10339.46,139410,40291.19,81139,23462.53,107756,31140.66,144058,41618.78,67549,19529.87,115431,33350.57,-18630,-5337.18
195,600036.SH,20181207,62609,17998.94,36843,10628.41,106399,30650.88,87093,25074.6,103550,29828.35,98836,28469.07,36652,10572.35,84979,24453.64,-54427,-15562.11
194,600036.SH,20181210,58295,16518.01,26821,7604.08,97483,27629.0,63251,17932.8,98262,27861.67,124181,35195.01,18276,5175.48,56057,15880.64,-11061,-3110.64
193,600036.SH,20181211,32901,9344.93,28173,8007.31,74466,21161.58,52278,14853.81,71402,20288.98,71325,20270.87,48507,13789.97,76578,21755.01,-36683,-10388.06
192,600036.SH,20181212,34949,9967.07,38562,11006.35,67453,19245.49,65594,18718.65,77665,22178.11,61812,17663.97,27154,7777.82,39754,11348.1,-50418,-14330.87
191,600036.SH,20181213,62461,17954.55,59157,17026.76,155804,44806.28,103637,29807.35,187354,53870.44,115763,33308.05,156701,45096.74,279347,80307.53,-35268,-10009.99
190,600036.SH,20181214,91668,25958.98,43583,12338.8,134996,38237.28,67355,19081.25,93153,26384.83,172496,48855.6,92267,26135.45,123955,35111.56,-199305,-56406.94
189,600036.SH,20181217,47742,13479.12,46759,13216.55,138602,39176.8,91507,25863.24,101891,28813.2,128355,36272.57,34116,9641.39,52890,14949.68,-80496,-22679.58
188,600036.SH,20181218,97481,27292.72,35957,10082.68,141131,39538.32,82633,23149.82,123290,34555.68,182474,51122.85,59199,16580.84,120516,33743.11,-140947,-39460.73
187,600036.SH,20181219,217816,58982.02,67599,18386.85,227877,61682.42,152257,41312.51,242386,65642.24,260059,70442.41,149929,40587.71,346314,93551.29,-210042,-57123.41
186,600036.SH,20181220,207597,53794.6,75671,19616.19,277197,71849.8,160668,41671.69,287058,74444.22,454628,117852.22,268840,69618.93,346018,89593.64,-204437,-52817.72
185,600036.SH,20181221,175971,44718.67,66442,16902.78,276322,70213.8,185807,47257.95,290475,73836.94,374067,95060.3,155105,39416.46,266975,67788.83,-143305,-36302.55
184,600036.SH,20181224,120146,30286.11,40427,10210.25,183391,46255.42,152799,38557.43,182802,46099.38,255193,64369.11,161864,40855.73,207826,52377.5,-79484,-19937.58
183,600036.SH,20181225,121640,30476.38,80082,20141.5,173353,43486.51,176127,44207.51,228132,57264.8,245519,61694.39,253278,63684.52,276011,69205.86,-48926,-12144.37
182,600036.SH,20181226,116924,29204.24,56456,14102.43,118707,29665.85,126851,31677.47,123310,30821.34,120957,30228.74,82956,20747.25,134938,33751.89,-38237,-9516.22
181,600036.SH,20181227,114181,28476.04,71278,17788.12,162197,40479.32,111402,27807.67,210118,52465.38,182188,45481.97,165328,41281.71,280413,69984.95,84773,21257.6
180,600036.SH,20181228,88883,22351.02,104271,26246.88,173769,43696.18,146885,36953.47,181595,45655.61,203704,51232.42,189719,47666.09,176164,44198.76,133447,33552.27
179,600036.SH,20190102,113758,28016.97,59377,14628.78,140238,34571.12,136837,33764.29,194942,48099.64,234191,57714.12,110271,27197.44,127081,31348.64,-142044,-34914.17
178,600036.SH,20190103,64769,16071.84,79569,19773.42,111149,27593.2,123011,30551.99,121361,30132.82,121800,30231.11,79584,19792.05,55912,13881.49,26163,6533.19
177,600036.SH,20190104,91978,23242.79,122296,30913.1,132906,33546.27,192564,48643.04,209761,52952.84,193453,48869.8,248073,62909.4,184128,46685.04,114205,28921.51
176,600036.SH,20190107,83431,21250.98,86993,22177.83,111970,28530.27,134876,34390.89,153220,39066.39,135900,34648.53,113696,29005.75,103289,26314.5,-3935,-928.23
175,600036.SH,20190108,60687,15320.86,38328,9683.51,84434,21318.29,88135,22264.59,70836,17903.84,107699,27211.1,56108,14188.7,39876,10069.46,-21288,-5355.1
174,600036.SH,20190109,66950,17255.88,126172,32582.19,171216,44129.59,192238,49621.69,217432,55987.13,193180,49802.67,184557,47610.76,131324,33673.65,122883,31594.93
173,600036.SH,20190110,77227,19961.03,73121,18922.2,110120,28462.15,136076,35163.4,172728,44599.5,146874,37924.58,69330,17906.03,73969,19078.27,43500,11290.45
172,600036.SH,20190111,92746,24397.42,100345,26437.64,106171,27905.53,137838,36295.19,192435,50624.31,161114,42415.9,102558,27038.26,94614,24816.8,176182,46421.34
171,600036.SH,20190114,42563,11220.41,43132,11376.59,87889,23176.35,81636,21532.4,129450,34153.5,101127,26673.01,34343,9072.47,68350,18040.74,47332,12523.82
170,600036.SH,20190115,59431,15832.23,74069,19746.39,122181,32516.77,117349,31287.18,105434,28095.98,97732,26027.41,79673,21217.69,77569,20601.7,104519,27821.57
169,600036.SH,20190116,33727,9016.38,41835,11189.05,58351,15605.16,69849,18678.47,97576,26098.68,69483,18579.77,40302,10787.02,48788,13059.93,-7868,-2072.6
168,600036.SH,20190117,68245,18185.61,37070,9880.77,103243,27522.21,92663,24684.3,95536,25464.29,96761,25783.96,56659,15091.33,97189,25914.4,-15850,-4131.42
167,600036.SH,20190118,62240,16791.73,92573,25010.42,150866,40698.62,148137,40008.96,172859,46658.05,185521,50096.6,160432,43320.06,120166,32352.48,134116,36166.2
166,600036.SH,20190121,50350,13755.98,64777,17747.11,114276,31238.93,118489,32421.02,129156,35295.19,131321,35917.69,118139,32382.98,97335,26587.25,41568,11379.58
165,600036.SH,20190122,71606,19325.92,40966,11058.04,110391,29791.3,101823,27489.49,117678,31789.44,108638,29308.84,45701,12365.48,93950,25415.77,-48399,-12985.12
164,600036.SH,20190123,57164,15551.41,64060,17438.13,79585,21639.4,70927,19298.87,82745,22492.56,82341,22381.35,51302,13933.32,53467,14498.34,23557,6391.6
163,600036.SH,20190124,50180,13916.81,101083,28086.62,145062,40267.85,153043,42476.14,178650,49537.27,149522,41494.64,166733,46262.83,136977,37927.35,117762,32724.93
162,600036.SH,20190125,61835,17591.08,93280,26548.9,109803,31223.33,166027,47250.26,155117,44081.8,158056,44945.94,206629,58733.95,116022,32885.05,84824,24110.03
161,600036.SH,20190128,50773,14615.93,88793,25640.49,111310,32092.05,151428,43694.49,213004,61448.89,214868,61986.05,200067,57756.46,120066,34592.31,-2920,-762.87
160,600036.SH,20190129,59675,17104.93,55121,15799.57,88062,25237.18,88266,25302.03,118868,34074.28,107082,30682.95,78459,22486.97,94595,27118.81,-6087,-1716.69
159,600036.SH,20190130,53748,15333.34,36969,10561.39,77196,22023.4,68873,19663.64,63429,18111.23,77039,21989.64,70953,20254.43,82444,23507.73,-14822,-4172.21
158,600036.SH,20190131,43421,12599.2,84503,24537.04,94611,27440.55,120939,35123.8,168651,48909.33,161955,46986.0,259432,75254.05,198718,57556.29,184268,53413.95
157,600036.SH,20190201,53578,15610.31,47941,13992.74,85543,24919.67,105312,30723.45,125715,36670.08,110899,32338.16,129979,37944.29,130662,38089.99,40305,11812.81
156,600036.SH,20190211,57346,16752.33,42935,12580.36,85522,24992.51,98744,28905.37,108535,31743.28,102027,29826.68,99714,29234.17,107410,31409.88,23843,7070.39
155,600036.SH,20190212,78236,22847.86,42175,12340.29,119358,34875.87,85936,25141.06,126030,36847.58,140664,41096.03,70380,20613.66,125228,36607.6,-7807,-2198.66
154,600036.SH,20190213,55787,16404.87,81136,23973.45,133717,39390.86,154836,45637.78,183635,54185.78,148757,43900.84,158439,46774.72,146849,43244.15,65628,19553.01
153,600036.SH,20190214,50233,14970.33,72232,21575.56,111494,33257.42,121162,36180.92,148050,44167.9,159823,47684.47,140714,42034.05,97274,28988.74,32317,9797.06
152,600036.SH,20190215,95725,28035.79,52033,15256.22,145094,42486.45,101300,29619.34,165513,48415.85,191754,56172.86,86140,25179.89,147384,43069.56,-150669,-44076.88
151,600036.SH,20190218,54048,16110.04,62889,18751.82,101756,30324.28,127071,37895.51,161022,47985.44,132351,39450.81,127585,38002.31,122100,36323.93,50516,15032.59
150,600036.SH,20190219,68366,20507.89,69902,21015.12,137635,41295.38,147307,44261.7,161783,48578.44,153620,46140.13,123428,37209.99,120382,36174.76,38168,11598.63
149,600036.SH,20190220,54447,16438.62,52496,15867.04,90645,27373.11,99426,30042.77,111717,33753.14,111053,33544.47,76464,23122.62,70297,21233.2,40813,12351.55
148,600036.SH,20190221,63325,19089.31,50766,15365.27,125335,37786.06,141989,42849.57,157960,47640.41,177781,53586.29,104955,31742.44,81039,24457.08,5102,1760.94
147,600036.SH,20190222,64357,19385.83,57511,17397.44,99681,30090.26,96425,29133.69,130246,39348.98,141875,42802.72,115740,34958.18,114212,34449.41,56963,17324.49
146,600036.SH,20190225,106347,33779.01,120389,38300.43,265876,84626.16,260659,82831.25,350614,111449.52,343486,109176.54,374087,118875.43,372389,118421.91,192043,61434.35
145,600036.SH,20190226,147510,46970.12,75706,24214.31,239795,76647.78,211151,67361.25,279547,89439.87,313172,99981.66,276208,87982.55,343032,109483.1,-136985,-43115.88
144,600036.SH,20190227,84564,26822.27,72123,22931.72,189472,60118.18,162670,51725.61,289271,91953.41,326879,103921.33,242700,77194.4,244336,77509.6,29865,9697.16
143,600036.SH,20190228,54074,17150.95,55596,17659.43,129648,41162.25,171841,54565.19,129250,41035.44,157431,49968.95,173396,55043.41,101500,32198.48,-61000,-19265.08
142,600036.SH,20190301,62461,20044.65,107916,34807.08,138656,44559.2,185184,59632.15,231713,74634.09,207994,67032.92,244852,79201.86,176588,56967.66,112179,36497.98
141,600036.SH,20190304,138441,45549.18,92000,30387.55,223885,73767.05,229927,75773.84,315840,104111.61,307952,101468.55,273618,90154.85,321905,105952.75,19498,6683.87
140,600036.SH,20190305,96984,31451.99,69175,22505.99,152677,49561.12,103456,33656.76,222400,72245.05,213413,69407.71,198735,64625.1,284752,92312.81,4273,1488.13
139,600036.SH,20190306,101620,32653.79,59393,19142.03,165745,53321.02,165397,53213.18,192400,61873.14,197683,63558.64,84162,27095.48,121454,39029.58,-61793,-19684.31
138,600036.SH,20190307,143764,45209.71,52794,16619.71,199754,62856.42,182844,57590.55,218932,68934.94,291729,91839.49,142642,44889.05,177725,55840.38,-116516,-36719.4
137,600036.SH,20190308,103868,31919.89,74594,22949.63,176997,54406.76,162731,50071.11,214520,65957.31,228314,70217.07,272194,83777.47,301940,92823.61,-33580,-10303.18
136,600036.SH,20190311,116409,35429.4,72998,22241.29,161703,49234.51,165483,50411.51,220940,67313.44,266833,81291.63,174767,53251.6,168505,51284.51,-101117,-30756.48
135,600036.SH,20190312,115989,35832.45,68424,21182.46,205154,63405.83,218028,67362.42,263049,81372.18,347871,107647.17,251078,77689.08,200946,62107.49,-60817,-18588.55
134,600036.SH,20190313,91013,27933.26,94892,29342.78,199211,61437.57,194969,60122.11,208826,64422.68,223980,69054.19,163510,50665.07,148720,45939.5,26852,8651.76
133,600036.SH,20190314,77062,24333.68,107026,33820.73,228971,72298.21,192852,60919.15,230371,72726.98,223862,70689.25,144796,45736.29,157460,49666.03,97459,30876.61
132,600036.SH,20190315,113298,35874.26,74621,23672.6,149996,47491.71,156822,49678.03,187551,59423.33,247286,78328.32,142773,45293.32,114889,36403.68,-45692,-14345.53
131,600036.SH,20190318,54221,17353.48,99047,31823.04,141613,45389.71,180735,57905.82,212294,68091.88,197223,63232.99,181775,58425.32,112899,36298.53,111198,35800.71
130,600036.SH,20190319,96733,31083.83,62813,20209.28,131000,42145.85,108185,34806.89,166628,53626.06,174728,56244.05,90951,29258.11,139585,44853.63,-96642,-31012.09
129,600036.SH,20190320,67638,21666.83,57234,18394.99,132128,42349.39,112341,36062.49,138159,44329.53,170236,54567.13,124210,39837.41,122324,39158.54,26132,8498.37
128,600036.SH,20190321,66271,21266.54,37276,11979.0,94547,30357.26,137349,44103.86,107950,34658.44,132666,42602.93,115646,37162.56,77124,24759.02,-100881,-32352.38
127,600036.SH,20190322,59283,18960.4,59732,19191.11,116679,37438.81,134155,43033.27,145643,46750.24,152056,48783.24,105599,33935.85,81262,26077.68,55862,18079.55
126,600036.SH,20190325,119663,37757.98,44990,14223.25,133967,42302.88,173337,54760.01,162172,51242.66,199841,63134.17,219513,69288.55,217145,68474.64,-75695,-23938.31
125,600036.SH,20190326,56489,17759.99,64786,20385.28,110441,34732.37,124073,39028.52,136321,42892.08,128655,40462.49,98167,30882.2,83904,26390.35,22795,7230.83
124,600036.SH,20190327,73754,23783.85,96872,31217.73,134125,43198.81,182336,58786.78,190111,61241.09,197144,63518.09,192651,62176.48,114289,36877.63,53233,17201.82
123,600036.SH,20190328,52889,17060.97,63732,20626.01,114628,37027.39,117419,37912.86,114448,36963.25,117957,38102.79,103565,33511.02,86422,27920.98,6544,2259.72
122,600036.SH,20190329,84438,28427.52,146956,49484.04,255157,85988.71,244205,82342.31,332992,112042.81,357720,120468.8,483918,163383.34,407625,137547.23,169294,56944.05
121,600036.SH,20190401,117904,40397.4,79650,27379.91,259046,88982.47,231018,79204.09,301079,103489.16,380355,130568.82,364702,125415.84,351708,121132.04,-92289,-30972.12
120,600036.SH,20190402,80737,27735.09,80952,27827.69,171724,58994.79,211697,72738.11,223469,76771.06,176421,60595.39,216230,74306.03,223090,76645.78,70931,24473.45
119,600036.SH,20190403,53641,18579.68,67800,23515.93,174373,60444.57,196618,68149.57,212516,73664.51,185855,64435.67,139629,48413.62,129886,45001.21,28345,9889.96
118,600036.SH,20190404,92581,32852.83,80526,28599.39,187611,66559.98,206795,73344.14,244535,86731.48,261011,92609.78,298126,105815.48,274520,97406.46,553,341.96
117,600036.SH,20190408,79831,28669.55,72317,25996.32,163166,58613.76,195642,70291.79,280753,100881.33,241144,86643.46,286912,103175.22,301559,108408.29,-2945,-883.29
116,600036.SH,20190409,101851,36055.91,46494,16479.56,126839,44907.16,129611,45969.68,153120,54256.91,179823,63718.61,129426,45910.25,155309,54962.39,-63719,-22529.18
115,600036.SH,20190410,90962,31775.47,49934,17465.26,177935,62180.37,171983,60156.11,212925,74445.4,182486,63797.37,192720,67411.66,270139,94394.16,-57357,-19976.44
114,600036.SH,20190411,138704,48604.28,60807,21325.27,134312,47057.73,138106,48381.98,154263,54117.5,180356,63226.25,145237,51026.7,193248,67872.71,24971,8923.58
113,600036.SH,20190412,45021,15666.39,49379,17184.13,115981,40372.76,82209,28610.75,116144,40430.73,116363,40500.0,86212,29997.28,115407,40172.29,21802,7642.85
112,600036.SH,20190415,110047,39127.34,98147,35072.27,193572,68912.63,212418,75683.92,289207,103052.58,325588,116143.12,332094,118870.3,288768,103063.54,-360,388.45
111,600036.SH,20190416,64310,22805.31,78600,28009.38,182061,64803.0,189820,67496.57,288636,102609.0,279859,99531.15,305808,108898.47,292537,104078.67,156308,55896.31
110,600036.SH,20190417,64529,23169.48,51331,18462.24,110953,39870.96,142664,51254.38,172968,62163.0,140011,50354.38,133001,47829.23,147445,52961.67,-3268,-1039.31
109,600036.SH,20190418,58206,20605.47,44580,15791.89,77514,27447.76,71484,25336.26,120345,42626.12,104263,36927.45,66675,23642.62,102414,36266.36,-22095,-7803.78
108,600036.SH,20190419,45924,16503.81,64213,23119.72,124048,44638.08,145356,52260.73,125870,45301.06,116227,41838.8,113900,41002.6,83946,30226.29,25944,9450.77
107,600036.SH,20190422,140338,49219.76,127844,44726.99,159436,55984.91,192137,67355.59,212543,74625.1,170552,59988.82,203512,71456.48,225297,79214.86,-221544,-77522.43
106,600036.SH,20190423,72541,25605.94,66844,23608.86,163104,57552.41,140905,49739.8,158694,55948.77,163657,57730.77,101353,35764.08,124287,43791.78,77995,27611.65
105,600036.SH,20190424,62530,22211.0,66569,23718.67,149633,53220.1,153362,54549.35,155038,55171.29,204028,72595.06,172898,61614.23,116139,41353.54,24456,8847.54
